TransactionID,DeviceType,DeviceInfo,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11
1158357,mobile,Windows,,1.6702,,0.6907,-0.2213,1.0024,,,0.9356,-2.3046,0.8231
1071798,mobile,Xiaomi,-1.5558,0.3146,0.0203,0.5021,,-1.0668,-0.2009,0.7539,0.0386,-0.4656,-1.285
1141804,mobile,iOS Device,1.2638,,-0.7289,-0.2266,-1.7873,-1.5685,-0.1851,,,2.0056,
1069548,mobile,,1.2241,,0.8992,,0.9255,,0.9357,-1.1656,,,1.1408
1045994,mobile,Linux,0.3231,,-0.9653,,-0.9228,-0.8934,,-1.345,-1.9463,,
1105154,mobile,samsung,,,1.2413,0.9604,0.217,-0.0569,1.1973,-0.4508,-1.0923,-0.4837,1.0486
1110215,mobile,iOS Device,0.3613,-0.3623,,0.4595,-1.3383,-0.318,-0.1841,,,,
1117154,mobile,Pixel,-1.5264,,0.0647,,-0.9961,,1.3724,,,0.3134,
1058719,desktop,Xiaomi,2.3433,1.325,-0.7159,-0.5552,,,-0.4195,,,-1.1833,
1132782,desktop,,,,,0.7279,1.0185,,-2.0629,-0.1571,0.6735,-1.9982,
1107641,mobile,Pixel,0.1679,-2.0619,-0.091,0.0124,,1.2217,0.1375,0.5252,-1.1462,0.8394,
1158191,mobile,Pixel,0.3066,0.589,0.0988,-0.26,-1.0829,,,1.307,-0.261,,-1.0065
1049781,mobile,Linux,-0.4218,,-0.2318,1.3139,,,0.3564,,1.7523,-0.1022,-0.2837
1138666,desktop,rv:11.0,0.4692,-0.9359,-0.0114,-2.2138,-0.6082,,,,,,
1129989,mobile,Trident/7.0,-0.7102,-0.7328,1.1766,,-0.4173,0.8188,0.1514,,1.6859,-0.6587,0.1
1149674,mobile,Trident/7.0,,,,1.0117,-1.1455,,-0.8375,,1.0395,,1.5886
1061732,mobile,Infinix,-0.2527,-1.1455,0.2521,,,-1.2581,0.0127,-0.1785,0.237,,1.5288
1156081,mobile,Infinix,-1.5741,0.8685,1.7523,-0.4501,0.9072,,-0.3375,,2.0587,0.3456,1.2498
1143899,mobile,Pixel,-0.6751,,,1.9996,0.165,-0.2219,,-0.9781,-1.4948,,0.6128
1120575,mobile,iOS Device,-2.3783,-0.3743,0.3251,0.9968,,0.0732,0.5869,,-0.4945,-0.9894,
1035317,mobile,MacOS,,-0.0668,1.5166,-0.2867,-0.4821,,0.6451,,0.035,,1.03
1146585,mobile,iOS Device,,0.9125,0.3339,,1.4067,0.2079,-0.9595,,,,-0.1998
1095134,mobile,,,-1.3915,,,,1.1898,0.3993,0.4316,0.0718,0.5234,0.937
1110721,mobile,MacOS,-0.3167,0.9835,-1.4479,-0.826,,,,0.1024,0.0494,,0.197
1113435,mobile,samsung,0.22,-1.4507,2.1664,0.6257,,0.0322,-0.7049,,-0.3887,,
1068390,desktop,iOS Device,-1.9361,1.2254,2.348,-0.5935,,0.3103,1.0461,-0.6841,,,0.2383
1009197,mobile,Trident/7.0,1.4257,-0.8915,,0.3185,,,,,,,-0.2959
1143273,mobile,samsung,-0.3695,0.9776,,0.478,0.448,-0.5132,,-0.4691,0.3014,0.9814,1.6531
1087871,mobile,Xiaomi,,-0.6358,,,-0.4058,,-2.424,,1.0281,,
1040436,mobile,Trident/7.0,1.1184,-1.1974,,,,0.0344,-1.4701,0.9193,,,
1147578,mobile,MacOS,,0.8508,-0.2986,-0.2941,-0.3903,0.1496,1.5427,-0.1545,2.8522,,
1100987,mobile,MacOS,0.0349,-0.0044,1.8347,1.4156,,0.2293,0.2244,0.7408,0.2557,,
1061148,mobile,rv:11.0,-0.8459,,-0.5512,,,,,,-0.0625,,-0.7522
1070033,mobile,Linux,,0.276,0.913,0.6976,,,,-1.4287,,,
1142474,mobile,MacOS,1.6177,-0.3632,0.4747,0.527,-0.6806,-0.0424,-1.1558,,,0.3677,0.0168
1020425,mobile,Windows,0.7895,1.687,-1.1552,,,,,,-0.3521,-0.1665,
1130284,mobile,Infinix,-0.2966,-1.2094,0.1576,,-0.2119,-0.5014,,,,-1.1259,0.3122
1114112,mobile,MacOS,,1.4382,0.4108,,0.5733,,1.1247,-0.4,1.7758,0.8556,
1055125,mobile,samsung,,,,,-3.0141,-1.2529,-0.4312,1.0704,,,-0.2325
1117160,mobile,Trident/7.0,-0.0464,-1.7265,0.4273,-0.6163,0.0784,,-1.3835,-0.1771,,,
1112187,mobile,Huawei,-1.2491,0.0359,2.0236,0.8077,,,,0.6236,1.9662,,1.2149
1011262,mobile,,-0.0217,3.3997,-0.5922,-0.6908,,,0.5888,,-1.1605,0.32,-0.6657
1091009,mobile,Tecno,1.6701,-1.981,1.4211,,-0.4009,0.1584,-1.8548,,-1.1493,,
1125987,desktop,SM-G973F,1.1172,-1.639,,,-0.681,-0.4619,0.7194,,,,0.7735
1113085,mobile,Xiaomi,-0.1808,,,-0.0041,1.9046,2.2837,-0.003,,0.5664,1.3422,0.6568
1118637,mobile,SM-G973F,1.841,,,0.3114,-0.6797,,0.9163,,0.1176,-0.4931,
1105078,mobile,Infinix,0.3532,-0.496,-1.47,,-1.083,,,-1.127,0.7842,-0.0215,0.996
1032108,mobile,Infinix,-2.0591,,,,0.491,0.4279,2.5471,-1.0095,,,-0.2634
1121551,mobile,rv:11.0,-1.599,0.0493,,,0.3574,-0.2568,-0.1695,0.1507,,0.2263,1.1256
1048302,mobile,Linux,,,0.9041,-0.1935,,0.1684,0.5913,0.4996,-1.2427,,
1142382,desktop,rv:11.0,-0.8864,-1.0831,,,-1.2493,,,-2.1606,,-1.6641,-0.1862
1057755,mobile,SM-G973F,,0.6315,-0.1949,-0.8117,-0.6803,1.1192,,,,-0.1196,0.5778
1012570,mobile,Tecno,-2.3487,1.0232,1.6971,0.2294,0.3813,,,-0.8772,,,
1011052,mobile,rv:11.0,,1.4944,-0.1639,,0.3819,1.2474,-2.0392,,1.4392,,0.8653
1122234,mobile,Tecno,0.4847,0.3185,0.722,,-0.0577,,,,-0.3629,,0.727
1081086,mobile,Huawei,1.7338,,-0.1083,,-0.2817,,,0.566,,0.5609,
1023032,mobile,rv:11.0,0.726,1.991,-0.0482,,1.3609,0.1174,-0.8079,0.6018,,-0.4286,
1069631,desktop,samsung,-0.5328,,,0.4547,1.69,1.3613,,1.257,-1.142,,
1118209,mobile,MacOS,,,-1.307,-1.1198,1.3572,,,,,0.7059,
1036064,mobile,,-0.3002,,,,2.2477,,,0.0675,,,1.2211
1076442,mobile,rv:11.0,-1.0802,0.6018,,,0.6628,,,0.3781,-0.6073,,
1086598,desktop,,0.3008,,,,,,-1.9646,-0.004,,-0.1773,0.8315
1054746,desktop,Trident/7.0,0.29,0.2773,-0.0713,0.7933,1.9291,,-1.694,,-0.3786,0.3737,
1050962,mobile,SM-G973F,-0.0631,1.7362,,0.0931,-0.0021,,-0.5415,0.7049,,-1.3867,
1047680,mobile,rv:11.0,-1.7191,,,,-0.7081,,-0.9096,-1.3024,-0.1307,,
1135870,mobile,Infinix,-0.89,-0.8595,,,-0.7324,0.064,-0.0689,,0.6368,0.0064,
1130483,mobile,iOS Device,,,0.9234,-0.3519,,0.2483,,-1.0344,,,
1116015,mobile,samsung,1.0404,-1.6279,0.0564,1.3335,-0.3939,,-0.5149,-0.3059,,,
1039130,mobile,rv:11.0,0.5476,1.3567,,,-0.2655,0.6282,,,1.4773,,
1009206,mobile,SM-G973F,,-1.1449,,,-0.8267,,,-1.0039,,-0.1696,
1110516,desktop,Trident/7.0,,1.8984,0.3146,,,-1.0748,,,,,
1078377,mobile,Infinix,-0.8174,,-0.2247,,-0.2696,,,,-0.6978,0.5045,
1149328,mobile,rv:11.0,-1.0444,-0.0086,,-0.9362,,-0.116,1.3045,2.3702,,,-0.4669
1011048,mobile,Windows,,0.2582,0.6399,,,,1.5185,,0.8017,,1.7364
1158237,mobile,rv:11.0,-0.6588,0.5989,,-0.9203,,0.4687,,0.7728,0.8503,,-0.4313
1019720,mobile,Xiaomi,,,,,-1.0596,0.2578,,,-1.3139,-0.2537,0.5784
1009225,mobile,SM-G973F,0.4627,-0.3076,-0.8889,1.4884,-1.7085,,,-1.2293,,,
1105809,mobile,Pixel,,0.0818,0.8472,,0.1408,0.4132,,0.3923,-0.2031,,
1056007,desktop,samsung,-1.0206,,-0.1978,,0.7328,-0.8327,-0.2042,-1.3322,0.5627,-0.1856,1.7209
1000352,mobile,Huawei,,,-0.4758,1.4819,-1.466,-0.5567,2.2733,,,0.0727,1.6942
1117875,mobile,Xiaomi,,,,,1.4278,-0.4705,,1.7059,0.9173,-0.431,
1137457,mobile,Trident/7.0,0.9896,,0.0277,,0.337,-1.4647,,-1.4099,0.0202,0.3523,
1073632,mobile,Infinix,-1.2938,0.1089,,,0.5506,1.1144,-0.0438,0.3288,-0.6899,,
1136823,mobile,,-1.8494,0.4111,1.3673,-1.9119,,-2.5824,-0.8592,1.0696,,,-1.1842
1008900,desktop,Linux,-0.0344,,-0.9095,0.2817,,0.2907,-1.3948,-0.3432,,,
1022161,mobile,samsung,-0.4257,0.4102,0.4745,,-1.1127,-0.2734,,1.372,,,
1155584,mobile,,1.3106,-0.4913,,-0.9585,,-0.3763,1.3888,0.3141,,-0.2145,
1036506,mobile,Tecno,-0.4624,,,,,-0.2764,-1.0891,0.4449,,,
1002965,desktop,Trident/7.0,1.4253,1.2508,,-1.4389,,,-0.7719,,1.4599,,
1038704,desktop,Xiaomi,,1.902,,,1.4199,-0.6156,-0.0116,,-0.2906,,-1.2171
1093578,mobile,SM-G973F,,-0.7957,0.4979,,1.9699,,2.5271,0.3988,,,
1061974,mobile,MacOS,-0.7895,-0.6413,0.9496,,2.1062,-0.6799,1.5534,,0.3393,,0.9568
1097438,mobile,Huawei,-1.6151,-0.4641,0.3375,-1.7567,,2.3119,1.509,-0.5395,0.4296,0.5841,
1126492,mobile,Huawei,0.7072,-1.2116,,,,,0.7424,-1.6015,0.3538,-0.7687,-0.7152
1007056,mobile,,,-1.1713,-1.2026,0.9142,-0.4933,,0.3153,1.348,,,-0.039
1012941,mobile,Tecno,0.6565,0.5613,-0.0655,,,2.049,-1.1185,,,1.4599,
1157167,mobile,,,,,,,-0.7284,,,,0.4701,0.1736
1014725,mobile,Linux,1.957,-2.5004,,-1.0213,-0.6508,,0.9562,0.3755,-0.8354,,
1015144,mobile,iOS Device,0.1206,0.927,-2.2158,,0.8665,-0.8881,,,,,
1076095,mobile,Pixel,,0.8406,-0.61,,-2.5129,0.9747,0.2528,1.0041,-0.7625,-1.1881,-0.8979
1073032,desktop,Linux,1.5862,1.0057,-0.0827,,-0.0139,0.808,,-0.457,,1.0477,
1150628,desktop,iOS Device,-0.6401,2.6095,-2.3999,-1.3018,,-0.9323,,0.0042,-2.7318,-0.2816,
1153202,mobile,,0.5292,-0.433,0.6148,,-0.29,,0.1504,,1.3351,,2.8508
1126632,mobile,rv:11.0,,,0.9727,-0.8181,0.9713,0.3865,,-0.0867,,0.5465,
1048394,mobile,Linux,,0.2299,-1.408,,,-0.7326,-1.3563,-0.4698,1.1796,0.4192,-1.0984
1066462,mobile,Infinix,-2.1877,,,,,-0.712,,,0.2785,,0.1122
1117706,desktop,samsung,,0.3713,1.0304,0.5478,-1.5893,0.428,,,,,
1158923,desktop,,,,0.1324,0.7436,-1.5782,1.474,-0.4891,0.474,-0.8161,-0.5354,0.8801
1062766,mobile,Tecno,-0.4004,0.4656,,,0.9376,,-0.2919,-0.0085,-0.5036,,
1020022,mobile,Xiaomi,,0.7669,-0.6011,1.0892,0.5527,-1.5125,,0.482,-0.5871,-0.6615,-1.2297
1121334,mobile,Xiaomi,-1.4386,,-0.071,-0.8438,1.7346,2.4644,-0.9466,,,-1.4745,-0.5771
1142488,mobile,Linux,-0.7563,,,1.0522,-1.1308,-0.0266,0.6267,,-0.7019,,
1040249,mobile,Tecno,-0.8446,-1.4161,0.9787,1.3699,,,0.3862,,,,-0.8159
1126891,desktop,Huawei,,0.4738,,,-2.086,1.0661,-0.3714,-0.5747,-0.6956,,
1086834,mobile,Xiaomi,-0.0051,,1.8448,,,1.1095,,0.5554,-0.5071,-1.9988,
1059786,desktop,Tecno,-0.8996,,-0.5633,,,-0.5165,-1.1279,,,0.9509,
1037777,desktop,iOS Device,0.2081,0.2232,,1.015,-1.0213,,,-0.7914,,,
1158200,mobile,iOS Device,0.7818,,-0.4373,,,1.8527,,1.1653,1.5314,1.1241,
1004918,mobile,SM-G973F,-1.2153,0.1941,,-1.0486,,-0.0574,-0.5629,1.0702,0.0968,0.5672,
1022546,desktop,Trident/7.0,,-1.4424,-0.8169,0.9277,-1.2857,-0.4059,,,,,
1077871,mobile,Linux,-0.3767,,-0.0403,1.5952,-1.4633,0.1495,-0.6012,1.2252,,,
1132581,mobile,,1.6586,0.6077,0.8768,-1.2995,1.4292,-1.2386,,,1.6272,,
1135707,mobile,Xiaomi,0.415,,0.4728,-1.4323,-1.6238,,,,,-1.0961,0.2943
1159250,mobile,Trident/7.0,-0.8908,-1.7739,0.6117,1.3022,,-1.4723,0.7569,,,-0.2653,-0.7509
1096581,mobile,Xiaomi,,0.8776,,0.528,,,1.3114,,,-1.0389,
1099993,desktop,Windows,-0.2652,0.2488,,0.739,-2.0357,0.3719,,,,,
1034966,desktop,Trident/7.0,-0.6223,1.65,,0.1868,1.3905,,,,,-0.9287,
1040824,desktop,Xiaomi,-0.45,0.2298,-0.7386,-0.858,-0.4015,0.6009,-0.7171,,,0.4026,
1155958,desktop,samsung,,0.4953,0.3294,,-0.9238,,-0.1305,,,-0.4038,
1060129,mobile,Linux,0.9135,,0.6805,-0.5197,,1.9918,,,0.2296,0.4682,
1105873,desktop,Tecno,1.5049,1.2065,,0.8271,-1.6615,-1.0662,,-0.5023,,1.3276,
1147064,desktop,Xiaomi,,0.2185,-2.0083,-1.2132,0.6198,,,,-0.0268,,
1159713,desktop,Huawei,,0.7111,,0.0014,,,1.1261,,0.7777,,
1082191,mobile,Huawei,2.2657,,,-0.8093,0.5686,0.1805,,-1.4437,-1.3048,0.7967,-0.7266
1009817,mobile,Xiaomi,,,,,0.1635,,,0.2339,1.247,0.0546,
1066939,mobile,SM-G973F,0.2646,0.4834,1.904,-1.5773,-0.488,,,0.8508,,0.4171,
1031020,mobile,Linux,-0.5698,0.8886,,0.9744,,,-0.7805,,-0.1407,-0.4158,-0.3777
1019504,mobile,SM-G973F,,0.7103,1.6961,-1.3463,1.9716,0.1538,-0.8794,0.0738,,,
1101258,mobile,Tecno,-0.1475,,,,,,,,-1.7484,-0.5518,
1080414,mobile,MacOS,,-0.2263,,1.1911,-1.1455,1.4099,,,,0.4717,
1018305,mobile,Tecno,1.5896,,-0.5309,,-1.0125,0.5293,-2.0747,,,-1.251,-0.601
1032904,mobile,iOS Device,-2.6241,-0.4479,0.3391,,,,-0.1305,-0.1709,-0.981,0.209,
1003729,desktop,Tecno,-0.9607,1.6968,1.7206,0.0226,-0.8708,,-0.8638,,-0.9589,,-0.5148
1037057,mobile,Huawei,,-0.1854,-0.188,,-0.0819,-1.2045,-0.2229,,-1.5671,,-1.756
1152419,mobile,SM-G973F,,-1.2579,-0.3233,0.6391,,,,-1.3028,0.0249,,
1120804,mobile,Trident/7.0,-1.8275,0.4975,-1.058,,,,,-0.7405,,,0.9484
1048806,mobile,MacOS,0.7603,,-0.7067,-0.0344,,-0.2119,-1.0615,,-1.5512,0.7093,-0.0914
1159614,mobile,Xiaomi,,1.1279,-0.0673,,0.0488,0.1949,,-0.0401,2.261,,
1100565,mobile,Windows,1.1884,,-0.0039,0.2459,,1.2144,-0.7141,,,,-0.0085
1098574,mobile,Xiaomi,,2.3566,,-0.1246,0.8588,,,-0.3866,-0.9354,0.0651,
1069230,mobile,Huawei,-0.1896,,,,-0.4673,,-2.6306,-0.1179,-0.3727,1.0474,
1154457,mobile,Trident/7.0,0.306,,0.5295,,,-0.6278,,,,0.4201,
1062470,desktop,Windows,1.5295,0.224,1.0338,2.0626,-0.266,2.0673,-0.2359,-0.2373,,,-1.1367
1046081,desktop,Tecno,0.0772,,,1.3957,1.9915,-2.3356,0.2258,-0.386,,,
1156118,mobile,SM-G973F,,,0.0858,1.652,-0.4259,-0.5872,0.5441,0.4206,0.3418,,
1115158,mobile,,0.2087,-1.5596,0.0481,,-0.0692,-0.4644,-0.5599,0.808,,,1.4628
1036630,mobile,Pixel,,-0.8601,-0.0906,-0.4817,-0.0372,-0.6078,-1.4497,0.2297,,-1.1296,-2.373
1057810,mobile,Xiaomi,1.0068,-0.0311,,-0.7156,,-0.3055,,,,0.2315,
1021916,mobile,Linux,,-2.1363,1.674,-0.5247,-1.2481,-1.6289,,-0.92,1.5493,0.6696,-0.0532
1128270,mobile,samsung,0.1552,-0.2968,-0.369,0.411,,0.6851,1.709,1.0182,2.1196,,
1045388,desktop,Trident/7.0,0.1112,-0.7403,-1.425,,,,-1.4971,0.8401,0.5244,-1.403,-0.3005
1123372,mobile,SM-G973F,0.9771,-0.7726,1.0848,0.19,1.1852,-0.0055,-1.9046,2.0078,,0.549,
1123972,mobile,Huawei,0.5924,-0.8114,1.8076,,,-0.8391,-0.8958,,-0.711,,
1139125,mobile,MacOS,,,,1.2783,,,-0.9202,,,,0.3112
1054900,mobile,MacOS,,0.1948,-1.4316,-0.6505,,,,,,,
1039969,mobile,MacOS,0.2194,0.6175,-0.6837,,,0.8155,,,1.4508,,
1033996,mobile,Huawei,-0.16,2.4356,1.0336,1.4636,0.3829,-0.4703,,-0.1833,-0.945,-2.0721,0.9815
1075551,mobile,SM-G973F,,,0.3585,,0.3248,,,0.1909,-2.5109,,-1.5229
1036558,mobile,Windows,1.2692,,0.5027,-1.2716,0.4511,1.1049,,,,0.8511,0.9424
1059253,desktop,Linux,0.0968,0.46,-1.7383,,,,-1.3119,2.0227,-1.3012,,-0.0242
1038072,mobile,Tecno,,1.9445,-0.7743,-1.8404,,0.5268,,-0.4455,1.3381,0.6223,-0.9475
1153618,mobile,iOS Device,0.0673,-0.1326,0.1457,0.5033,0.4424,,,1.5978,0.8602,-0.1092,1.6536
1081542,mobile,samsung,,,0.2957,0.9388,-3.6428,1.2791,,0.4881,,,0.9148
1150238,mobile,Xiaomi,-1.0343,0.9686,-1.7011,-0.8437,0.0206,0.1945,,1.0286,,,0.2535
1038082,desktop,Infinix,-0.1415,0.3324,0.4773,0.029,-1.1796,-0.877,1.3038,-2.8941,-0.1546,0.8058,
1043386,mobile,Linux,0.9066,,,,,,0.7984,-0.8438,0.0619,,
1103057,mobile,Infinix,1.3722,-0.8226,-1.0228,0.186,,0.7331,1.2529,,-0.1337,,0.6421
1031869,mobile,Tecno,1.7162,-0.4736,0.4112,,-0.063,-0.1556,0.2015,,-1.0404,,
1100444,mobile,Linux,-0.3251,0.3265,-0.9234,0.1649,-0.5294,-0.0447,,,-2.7482,0.2534,
1073201,desktop,iOS Device,-0.1941,-0.5585,-0.6208,-0.209,-0.1107,,,,-1.6162,0.3161,-0.0309
1021277,mobile,Trident/7.0,-0.8445,0.8009,,-0.8207,,0.4643,,-0.3209,,1.2107,-0.9342
1122130,desktop,Linux,-1.098,-0.8228,,-1.3207,-1.0355,,0.289,0.8082,-1.134,,
1027722,mobile,Tecno,0.7742,-0.9157,1.6579,,-2.2466,,0.7122,,-1.9743,-1.9556,
1058257,mobile,SM-G973F,2.0691,,0.6201,0.5426,,-1.0646,-0.5484,-0.1481,,,0.0717
1032796,mobile,Linux,-0.9203,-0.1206,,-0.0105,-1.5914,-0.0034,-0.0026,0.3495,,,-0.5242
1040862,mobile,samsung,0.4302,-0.2993,,0.6754,,0.6512,,-1.0283,,,
1097022,mobile,Xiaomi,-1.5402,-1.0846,1.368,,-0.226,-0.3827,,0.4874,-1.4367,-2.4644,
1106522,mobile,Xiaomi,,-0.3665,-0.4103,-0.0743,-0.0445,-0.0747,,,,,-1.3483
1119135,desktop,Huawei,0.1371,-0.8934,-0.1601,-0.5483,-0.4404,0.8467,0.3171,,,-0.349,
1072082,mobile,Pixel,-0.1177,-1.7609,-0.7791,-0.8873,,2.2067,,,0.3065,,
1051927,mobile,SM-G973F,1.204,1.5515,-0.8965,-0.6144,1.0417,-1.0509,-0.3954,-0.8038,1.118,1.1746,-2.0035
1111297,mobile,SM-G973F,-0.1267,,-0.8401,-1.2003,,0.6572,0.2043,,-0.8212,-0.537,0.4921
1002601,mobile,Tecno,-1.356,,-0.9354,,,0.4564,,,,,
1120411,mobile,iOS Device,-0.3163,-0.8752,-2.5311,-0.0692,-0.0178,2.0955,,-0.0408,0.3149,0.4497,
1053366,desktop,samsung,-0.3654,,-0.6658,,-0.5524,1.6871,,,,-0.2539,0.4895
1059471,mobile,Pixel,-0.7948,,-0.161,-2.1399,-1.2546,-1.0561,,0.7977,-0.938,,0.8388
1039423,mobile,Linux,-0.1701,0.2382,-2.0693,-1.0407,-0.9939,0.0793,2.0726,-1.2927,,-0.7407,
1156158,mobile,Tecno,-0.9341,-1.6913,-0.5871,1.1775,,,1.1173,,-0.7012,,-1.6366
1026253,mobile,SM-G973F,0.2347,-0.3039,-0.8821,-0.114,,,,,0.3016,-1.6578,0.5602
1037863,desktop,Xiaomi,-0.9678,-1.3656,,1.0596,,-0.3899,-0.463,,,,-0.8734
1055545,desktop,rv:11.0,,-0.7088,-1.2593,-0.0109,0.13,-0.7398,0.2408,,-0.7817,2.3621,-2.1165
1046287,mobile,iOS Device,0.5897,,,1.8971,0.912,,,0.3925,0.4082,0.2221,
1042781,mobile,Linux,0.1024,,-0.3816,,-0.4918,-0.0031,-1.1425,-0.3325,,-0.7212,0.027
1030725,mobile,Xiaomi,-2.3008,-0.4227,-0.3645,0.8193,-2.4759,,-0.2474,,0.4738,,
1009972,mobile,Infinix,1.4869,0.0463,0.2675,,-0.5752,1.0377,1.0234,-0.5361,,,0.8419
1148169,desktop,rv:11.0,0.2751,0.0731,0.5466,1.0584,0.4838,2.0316,,0.1561,-1.2115,,
1088197,desktop,MacOS,2.0649,-1.4629,1.4298,,,0.9098,-0.7889,,0.3863,0.0522,-0.1241
1124972,mobile,Windows,-0.0641,-0.9241,0.6174,-0.3651,-0.9898,0.197,-0.8274,0.6368,,0.8694,
1051650,mobile,iOS Device,0.2341,-0.2743,,-0.4186,1.9062,0.0472,-1.048,,-1.2112,-1.481,
1097954,mobile,samsung,,0.4006,,-1.3681,,,,0.4602,-2.724,,0.683
1071420,mobile,Pixel,-1.1503,4.4479,0.3885,,0.8353,1.0651,,0.8501,,-2.2674,
1158754,mobile,Xiaomi,,2.1941,,,0.7901,,,1.9864,,,-0.0248
1064450,mobile,rv:11.0,0.6729,-0.1391,-0.5993,,0.4756,,-0.0636,-1.3067,0.0649,-0.3417,
1062281,mobile,Linux,-0.8408,-0.7888,-0.9375,-1.6318,1.4836,0.8363,0.1546,0.9802,0.7482,-0.5117,-1.4642
1023315,mobile,Linux,-0.5477,-0.3544,-0.0937,0.5412,,,0.0847,,,1.5843,0.462
1109031,mobile,Huawei,-0.7532,0.2438,-0.327,0.4367,,-2.1639,,,,-1.1776,-0.0531
1083467,mobile,SM-G973F,0.4672,-0.8425,,,,1.7654,,-1.1276,-0.0674,,0.7516
1039997,mobile,iOS Device,-0.2809,,-0.6114,0.1745,0.0904,0.4638,1.2853,,1.618,-0.0479,
1028431,mobile,Linux,-0.243,-1.8446,-0.6433,-0.3606,,1.3369,,0.0522,0.1302,-0.596,
1014905,desktop,SM-G973F,-0.4123,0.482,,0.4157,3.4178,,0.0471,-1.1333,1.5773,,
1083554,mobile,Xiaomi,-0.7543,-1.7007,-0.5087,,,,,,-1.2552,-2.0206,0.5834
1120595,mobile,rv:11.0,1.0573,-0.5365,1.2107,,-0.238,-1.7651,,-0.0442,,,
1053703,mobile,SM-G973F,,-0.3017,,,,0.9973,,,,,
1042355,desktop,Pixel,,,0.3892,-0.9081,0.7079,-1.1221,1.215,,0.3546,,0.301
1151559,mobile,Linux,,0.8674,0.709,-0.2468,-0.5586,-0.2845,-0.5722,-0.116,0.4947,,
1054946,mobile,MacOS,-1.5464,-2.3389,0.0042,-0.4493,-1.9209,0.4503,1.2267,,-1.7094,,-0.6315
1085721,desktop,MacOS,,1.1879,0.3007,-0.2076,,1.5359,-0.2136,,-0.7969,,0.1113
1045867,mobile,Huawei,0.0976,0.3604,0.8235,,,,,,,1.3411,
1136834,mobile,MacOS,,0.057,-1.1345,-1.4257,-0.003,,-0.0456,-2.2667,,,1.5129
1077490,mobile,Trident/7.0,0.0807,,0.8737,-1.5025,-0.6444,,,0.1991,0.7204,-0.1025,-0.6668
1066456,mobile,MacOS,-0.2866,2.7865,,,,-0.6228,,,0.0067,0.1978,
1092141,mobile,Trident/7.0,-1.0507,-1.4586,,,-0.8385,,,,,1.0382,
1093518,mobile,samsung,-0.1412,,-0.41,-0.4694,1.8138,1.6192,-1.2586,-0.2531,-0.3925,,
1151980,mobile,Trident/7.0,-1.5243,0.3161,0.3188,0.8409,-0.4309,0.2835,-0.4525,,-1.2118,0.887,-1.1883
1015570,mobile,Pixel,2.105,0.5136,0.8642,,-1.156,,-0.7565,,-0.4598,,
1090710,mobile,Xiaomi,0.5704,-2.0598,-0.5061,-1.0154,,,-0.2112,,0.4499,-0.9572,
1088133,mobile,Linux,0.1982,-1.2548,-0.8473,1.4374,-1.359,0.2702,,-0.0298,1.2091,-1.175,0.6625
1140648,mobile,Xiaomi,-1.4405,,,,,-0.0994,1.0129,,0.3815,,
1002869,mobile,Xiaomi,,-0.0102,-0.172,,-0.6871,0.1188,0.0416,,-0.4707,-0.8307,-0.5816
1098483,mobile,Huawei,0.8937,0.9422,-0.5778,-0.3163,,,1.8122,0.0287,1.3844,,
1019657,mobile,Xiaomi,-1.0813,-0.0308,,,,,-1.606,,,-0.2546,
1119043,mobile,SM-G973F,,-1.651,-0.0517,1.2022,,,0.4302,,,-0.9149,
1114267,mobile,SM-G973F,0.3131,1.0763,,,2.351,-0.5111,0.8602,-0.0793,,,
1135283,desktop,samsung,-1.2293,0.2509,,,2.0381,-1.3789,,,,1.8656,
1062428,mobile,rv:11.0,-0.5923,0.604,,,-1.199,0.3753,1.0353,0.4123,,,0.6404
1041472,mobile,Linux,,0.9309,,,,-0.4987,,,1.651,1.2904,0.848
1018921,mobile,samsung,0.7813,-1.8467,-0.6924,0.6967,,0.4389,0.3211,,,0.4082,
1035838,desktop,,0.0668,1.9498,-0.611,,,,,0.5823,-1.3539,-0.0777,-0.4051
1021274,mobile,SM-G973F,-1.3688,-0.6357,-0.4931,-1.3533,,,0.1736,0.8241,,-0.5514,
1070682,mobile,Trident/7.0,-1.1828,0.3213,1.8182,-0.8406,-2.2519,,,1.9963,0.6953,-1.037,-0.5375
1038443,mobile,SM-G973F,1.448,-1.1604,-1.5151,-0.1579,-1.8466,-0.5748,0.1961,0.6744,-0.5797,,
1089586,mobile,Linux,0.0033,0.6211,,-1.0517,-0.0199,-1.4543,0.6522,,,0.349,
1083240,mobile,Linux,-1.2434,,1.1473,1.114,,1.737,1.6211,,,-1.4829,
1065806,mobile,Windows,1.6084,1.0744,-1.2886,0.9203,0.4438,-0.2572,0.2845,,1.6317,-1.0616,
1135911,mobile,Pixel,0.0467,2.8727,,,2.2529,,0.809,0.2638,,,0.8782
1031729,desktop,Pixel,-0.3151,0.4001,,,,,0.526,,,,0.5042
1074746,desktop,Infinix,-2.1155,-0.3231,-0.7617,,,,0.5627,-0.6508,,,
1089761,mobile,MacOS,0.1102,-0.8419,-0.2455,-1.5541,-1.3013,,2.5429,,,0.1506,
1112773,mobile,Tecno,-0.062,-0.7337,0.1364,-0.1515,1.1404,1.0021,,,0.7317,1.6604,0.4552
1124694,mobile,SM-G973F,,,-0.6154,-1.5893,,0.0882,-0.7811,1.1703,,,-0.1592
